chrPerturbationTarget	startPerturbationTarget	endPerturbationTarget	GeneSymbol	EffectSize	CellType	IncludeInModel	Significant	Regulated
chrX	48700065	48700565	GATA1	0.21326129	K562	TRUE	TRUE	FALSE
chrX	48713165	48713665	GATA1	-0.06001948	K562	TRUE	FALSE	FALSE
chrX	48722545	48723045	GATA1	0.01748158	K562	TRUE	FALSE	FALSE
chrX	48726205	48726785	GATA1	-0.03136601	K562	TRUE	FALSE	FALSE
chrX	48735285	48735785	GATA1	-0.08921157	K562	TRUE	FALSE	FALSE
chrX	48742005	48742525	GATA1	-0.03033918	K562	TRUE	FALSE	FALSE
chrX	48747605	48748145	GATA1	-0.00749665	K562	TRUE	FALSE	FALSE
chrX	48748805	48749325	GATA1	-0.035411	K562	TRUE	FALSE	FALSE
chrX	48774465	48774965	GATA1	-0.0043787	K562	TRUE	FALSE	FALSE
chrX	48777085	48777985	GATA1	-0.00685495	K562	TRUE	FALSE	FALSE
chrX	48794265	48795305	GATA1	-0.03958297	K562	TRUE	FALSE	FALSE
chrX	48797725	48798225	GATA1	-0.03475769	K562	TRUE	FALSE	FALSE
chrX	48798965	48799505	GATA1	-0.01785191	K562	TRUE	FALSE	FALSE
chrX	48800185	48800685	GATA1	-0.01455329	K562	TRUE	FALSE	FALSE
chrX	48800985	48801485	GATA1	-0.00616515	K562	TRUE	FALSE	FALSE
chrX	48802945	48803465	GATA1	0.01561869	K562	TRUE	FALSE	FALSE
chrX	48805845	48806345	GATA1	0.04717827	K562	TRUE	FALSE	FALSE
chrX	48813165	48813685	GATA1	-0.02842456	K562	TRUE	FALSE	FALSE
chrX	48818745	48819245	GATA1	0.02153559	K562	TRUE	FALSE	FALSE
chrX	48819285	48819785	GATA1	-0.01333223	K562	TRUE	FALSE	FALSE
chrX	48836685	48837185	GATA1	-0.01959132	K562	TRUE	FALSE	FALSE
chrX	48860065	48860565	GATA1	-0.0311966	K562	TRUE	FALSE	FALSE
chrX	48895325	48895825	GATA1	-0.01721401	K562	TRUE	FALSE	FALSE
chrX	48897325	48897825	GATA1	-0.02303151	K562	TRUE	FALSE	FALSE
chrX	48899145	48899645	GATA1	-0.01351774	K562	TRUE	FALSE	FALSE
chrX	48899705	48900305	GATA1	0.00092321	K562	TRUE	FALSE	FALSE
chrX	48904685	48905265	GATA1	0.02617876	K562	TRUE	FALSE	FALSE
chrX	48917305	48917805	GATA1	-0.01474998	K562	TRUE	FALSE	FALSE
chrX	48925945	48926445	GATA1	-0.01784372	K562	TRUE	FALSE	FALSE
chrX	48939865	48940365	GATA1	0.00939333	K562	TRUE	FALSE	FALSE
chrX	48940985	48941505	GATA1	0.0493186	K562	TRUE	FALSE	FALSE
chrX	48946465	48946985	GATA1	-0.11614098	K562	TRUE	FALSE	FALSE
chrX	48956765	48957325	GATA1	-0.05433485	K562	TRUE	FALSE	FALSE
chrX	48963765	48964265	GATA1	0.03766625	K562	TRUE	FALSE	FALSE
chrX	48976385	48976885	GATA1	-0.02744765	K562	TRUE	FALSE	FALSE
chrX	48996025	48996525	GATA1	-0.02062882	K562	TRUE	FALSE	FALSE
chrX	49004925	49005425	GATA1	0.00648702	K562	TRUE	FALSE	FALSE
chrX	49006585	49007085	GATA1	0.03286651	K562	TRUE	FALSE	FALSE
chrX	49011485	49012945	GATA1	0.00334334	K562	TRUE	FALSE	FALSE
chrX	49014485	49014985	GATA1	0.0116164	K562	TRUE	FALSE	FALSE
chrX	49020285	49020785	GATA1	-0.00981304	K562	TRUE	FALSE	FALSE
chrX	49022705	49023205	GATA1	0.00461977	K562	TRUE	FALSE	FALSE
chrX	49023505	49024085	GATA1	-0.03857791	K562	TRUE	FALSE	FALSE
chrX	49030945	49031445	GATA1	-0.0190928	K562	TRUE	FALSE	FALSE
chrX	49031705	49032285	GATA1	-0.00045158	K562	TRUE	FALSE	FALSE
chrX	49033765	49034265	GATA1	0.00347655	K562	TRUE	FALSE	FALSE
chrX	49045105	49045605	GATA1	-0.0195988	K562	TRUE	FALSE	FALSE
chrX	49045685	49046185	GATA1	-0.0069874	K562	TRUE	FALSE	FALSE
chrX	49047365	49047885	GATA1	-0.02044197	K562	TRUE	FALSE	FALSE
chrX	49049105	49049605	GATA1	0.00499045	K562	TRUE	FALSE	FALSE
chrX	49049845	49050365	GATA1	-0.02742187	K562	TRUE	FALSE	FALSE
chrX	49066185	49066745	GATA1	-0.03501589	K562	TRUE	FALSE	FALSE
chrX	49086865	49087825	GATA1	-0.01751145	K562	TRUE	FALSE	FALSE
chrX	49093605	49094365	GATA1	-0.02482988	K562	TRUE	FALSE	FALSE
chrX	49096745	49097345	GATA1	-0.02451729	K562	TRUE	FALSE	FALSE
chrX	49098125	49098645	GATA1	-0.04354649	K562	TRUE	FALSE	FALSE
chrX	49099045	49099565	GATA1	-0.00061927	K562	TRUE	FALSE	FALSE
chrX	49100665	49101185	GATA1	0.15915439	K562	TRUE	TRUE	FALSE
chrX	49116665	49117245	GATA1	-0.0136129	K562	TRUE	FALSE	FALSE
chrX	49127425	49127925	GATA1	0.04203073	K562	TRUE	FALSE	FALSE
chrX	49129665	49130245	GATA1	-0.03326387	K562	TRUE	FALSE	FALSE
chrX	49138945	49139465	GATA1	0.02749048	K562	TRUE	FALSE	FALSE
chrX	49148345	49148845	GATA1	-0.02075669	K562	TRUE	FALSE	FALSE
chrX	49437985	49438485	GATA1	-0.0218755	K562	TRUE	FALSE	FALSE
chrX	49518745	49519265	GATA1	-0.04559357	K562	TRUE	FALSE	FALSE
chrX	49602945	49603445	GATA1	0.05474338	K562	TRUE	FALSE	FALSE
chrX	49605225	49605785	GATA1	-0.0189372	K562	TRUE	FALSE	FALSE
chrX	49621265	49621765	GATA1	-0.04975435	K562	TRUE	FALSE	FALSE
chrX	49624005	49624505	GATA1	-0.01603282	K562	TRUE	FALSE	FALSE
chrX	49625405	49626205	GATA1	-0.01202662	K562	TRUE	FALSE	FALSE
chrX	49626645	49627185	GATA1	-0.02978816	K562	TRUE	FALSE	FALSE
chrX	49633305	49633805	GATA1	-0.06355027	K562	TRUE	FALSE	FALSE
chrX	49641285	49641805	GATA1	-0.01929487	K562	TRUE	FALSE	FALSE
chrX	49648805	49649305	GATA1	-0.010351	K562	TRUE	FALSE	FALSE
chrX	49680105	49680685	GATA1	-0.01095427	K562	TRUE	FALSE	FALSE
chrX	49684045	49684585	GATA1	-0.01573954	K562	TRUE	FALSE	FALSE
chrX	49685645	49686165	GATA1	-0.00098897	K562	TRUE	FALSE	FALSE
chrX	49687965	49688465	GATA1	-0.00261194	K562	TRUE	FALSE	FALSE
chrX	49689325	49689985	GATA1	-0.02161383	K562	TRUE	FALSE	FALSE
chrX	49690965	49691465	GATA1	0.04770908	K562	TRUE	FALSE	FALSE
chrX	49741265	49741785	GATA1	-0.03909274	K562	TRUE	FALSE	FALSE
chrX	49810765	49811265	GATA1	0.00576589	K562	TRUE	FALSE	FALSE
chrX	49836225	49836765	GATA1	-0.0203572	K562	TRUE	FALSE	FALSE
chrX	49900825	49901845	GATA1	-0.02765402	K562	TRUE	FALSE	FALSE
chrX	49941745	49942265	GATA1	-0.02412812	K562	TRUE	FALSE	FALSE
chrX	49945145	49945645	GATA1	0.00888768	K562	TRUE	FALSE	FALSE
chrX	49948505	49949145	GATA1	-0.02302666	K562	TRUE	FALSE	FALSE
chrX	49962985	49963545	GATA1	0.0326712	K562	TRUE	FALSE	FALSE
chrX	49969065	49969605	GATA1	-0.04366184	K562	TRUE	FALSE	FALSE
chrX	50191545	50192045	GATA1	-0.00614612	K562	TRUE	FALSE	FALSE
chrX	50322885	50323405	GATA1	0.01967154	K562	TRUE	FALSE	FALSE
chrX	50434665	50435165	GATA1	-0.03298385	K562	TRUE	FALSE	FALSE
chrX	46655945	46656445	PQBP1	0.05043899	K562	TRUE	FALSE	FALSE
chrX	46697525	46698025	PQBP1	-0.05877444	K562	TRUE	FALSE	FALSE
chrX	46773165	46773765	PQBP1	0.03768422	K562	TRUE	FALSE	FALSE
chrX	46824385	46824885	PQBP1	0.06384394	K562	TRUE	FALSE	FALSE
chrX	46837945	46838445	PQBP1	0.03332454	K562	TRUE	FALSE	FALSE
chrX	46870105	46870645	PQBP1	-0.00092432	K562	TRUE	FALSE	FALSE
chrX	46889645	46890165	PQBP1	-0.0169947	K562	TRUE	FALSE	FALSE
chrX	46907325	46907845	PQBP1	-0.02122267	K562	TRUE	FALSE	FALSE
chrX	46918825	46919345	PQBP1	-0.04792002	K562	TRUE	FALSE	FALSE
chrX	46936185	46936705	PQBP1	0.04014557	K562	TRUE	FALSE	FALSE
chrX	46952565	46953065	PQBP1	0.04906263	K562	TRUE	FALSE	FALSE
chrX	46988405	46988905	PQBP1	-0.01802619	K562	TRUE	FALSE	FALSE
chrX	46994945	46995465	PQBP1	-0.02326771	K562	TRUE	FALSE	FALSE
chrX	47050785	47051285	PQBP1	0.04147893	K562	TRUE	FALSE	FALSE
chrX	47056545	47057085	PQBP1	-0.00925672	K562	TRUE	FALSE	FALSE
chrX	47124105	47124625	PQBP1	0.04336065	K562	TRUE	FALSE	FALSE
chrX	47144785	47145285	PQBP1	-0.14730477	K562	TRUE	FALSE	FALSE
chrX	47171685	47172205	PQBP1	-0.12030831	K562	TRUE	FALSE	FALSE
chrX	47180665	47181185	PQBP1	0.00413646	K562	TRUE	FALSE	FALSE
chrX	47221385	47221925	PQBP1	-0.08942322	K562	TRUE	FALSE	FALSE
chrX	47225545	47226065	PQBP1	-0.02626991	K562	TRUE	FALSE	FALSE
chrX	47239665	47240165	PQBP1	-0.0021261	K562	TRUE	FALSE	FALSE
chrX	47243805	47244325	PQBP1	0.11920145	K562	TRUE	FALSE	FALSE
chrX	47343205	47343725	PQBP1	-0.02418784	K562	TRUE	FALSE	FALSE
chrX	47382685	47383225	PQBP1	0.00398986	K562	TRUE	FALSE	FALSE
chrX	47400485	47400985	PQBP1	-0.02760672	K562	TRUE	FALSE	FALSE
chrX	47401485	47402065	PQBP1	-0.07491578	K562	TRUE	FALSE	FALSE
chrX	47419285	47419945	PQBP1	-0.08362045	K562	TRUE	FALSE	FALSE
chrX	47421905	47422425	PQBP1	0.05757307	K562	TRUE	FALSE	FALSE
chrX	47422665	47423645	PQBP1	-0.01232142	K562	TRUE	FALSE	FALSE
chrX	47432085	47432625	PQBP1	0.00764072	K562	TRUE	FALSE	FALSE
chrX	47434105	47434605	PQBP1	0.0115764	K562	TRUE	FALSE	FALSE
chrX	47436745	47437245	PQBP1	0.00881454	K562	TRUE	FALSE	FALSE
chrX	47438845	47439365	PQBP1	-0.00417234	K562	TRUE	FALSE	FALSE
chrX	47454985	47455485	PQBP1	-0.11609252	K562	TRUE	FALSE	FALSE
chrX	47467865	47468365	PQBP1	-0.04259508	K562	TRUE	FALSE	FALSE
chrX	47488305	47488805	PQBP1	-0.03981509	K562	TRUE	FALSE	FALSE
chrX	47493305	47493805	PQBP1	-0.04548503	K562	TRUE	FALSE	FALSE
chrX	47507005	47507505	PQBP1	-0.08313533	K562	TRUE	FALSE	FALSE
chrX	47508545	47509125	PQBP1	-0.00535894	K562	TRUE	FALSE	FALSE
chrX	47521565	47522065	PQBP1	-0.03923783	K562	TRUE	FALSE	FALSE
chrX	47524065	47524605	PQBP1	-0.04736006	K562	TRUE	FALSE	FALSE
chrX	47535285	47536065	PQBP1	-0.11054439	K562	TRUE	FALSE	FALSE
chrX	47542805	47543305	PQBP1	-0.02516509	K562	TRUE	FALSE	FALSE
chrX	47544885	47545405	PQBP1	-0.0222103	K562	TRUE	FALSE	FALSE
chrX	47570625	47571185	PQBP1	-0.02791056	K562	TRUE	FALSE	FALSE
chrX	47571945	47572585	PQBP1	0.04187934	K562	TRUE	FALSE	FALSE
chrX	47612005	47612505	PQBP1	-0.06670254	K562	TRUE	FALSE	FALSE
chrX	47632105	47632605	PQBP1	-0.05246907	K562	TRUE	FALSE	FALSE
chrX	47655645	47656365	PQBP1	-0.02331246	K562	TRUE	FALSE	FALSE
chrX	47661905	47662425	PQBP1	-0.03075559	K562	TRUE	FALSE	FALSE
chrX	47674165	47674665	PQBP1	-0.01712286	K562	TRUE	FALSE	FALSE
chrX	47676765	47677285	PQBP1	-0.01714901	K562	TRUE	FALSE	FALSE
chrX	47691105	47691705	PQBP1	-0.05262487	K562	TRUE	FALSE	FALSE
chrX	47696825	47697325	PQBP1	-0.02620808	K562	TRUE	FALSE	FALSE
chrX	47740185	47740725	PQBP1	-0.04588859	K562	TRUE	FALSE	FALSE
chrX	47795865	47796365	PQBP1	-0.02515151	K562	TRUE	FALSE	FALSE
chrX	47818245	47818745	PQBP1	-0.02892213	K562	TRUE	FALSE	FALSE
chrX	47884985	47885485	PQBP1	-0.03128289	K562	TRUE	FALSE	FALSE
chrX	47885945	47886505	PQBP1	-0.06302855	K562	TRUE	FALSE	FALSE
chrX	47942525	47943025	PQBP1	-0.03030129	K562	TRUE	FALSE	FALSE
chrX	48310005	48310525	PQBP1	0.03052267	K562	TRUE	FALSE	FALSE
chrX	48325705	48326225	PQBP1	-0.05968128	K562	TRUE	FALSE	FALSE
chrX	48326465	48327005	PQBP1	-0.04155715	K562	TRUE	FALSE	FALSE
chrX	48331265	48331765	PQBP1	0.03062143	K562	TRUE	FALSE	FALSE
chrX	48332405	48332905	PQBP1	-0.02323089	K562	TRUE	FALSE	FALSE
chrX	48345785	48346285	PQBP1	-0.0505804	K562	TRUE	FALSE	FALSE
chrX	48350605	48351345	PQBP1	-0.01922442	K562	TRUE	FALSE	FALSE
chrX	48352405	48352925	PQBP1	-0.0362733	K562	TRUE	FALSE	FALSE
chrX	48354985	48355505	PQBP1	0.08231593	K562	TRUE	FALSE	FALSE
chrX	48356645	48357245	PQBP1	-0.04598997	K562	TRUE	FALSE	FALSE
chrX	48364025	48364525	PQBP1	0.09215461	K562	TRUE	FALSE	FALSE
chrX	48369845	48370345	PQBP1	0.03036804	K562	TRUE	FALSE	FALSE
chrX	48371925	48372445	PQBP1	-0.05070153	K562	TRUE	FALSE	FALSE
chrX	48372685	48373245	PQBP1	-0.00195948	K562	TRUE	FALSE	FALSE
chrX	48389965	48390465	PQBP1	-0.11284815	K562	TRUE	FALSE	FALSE
chrX	48390485	48390985	PQBP1	-0.03480172	K562	TRUE	FALSE	FALSE
chrX	48405705	48406205	PQBP1	0.03064266	K562	TRUE	FALSE	FALSE
chrX	48428185	48428765	PQBP1	-0.01737904	K562	TRUE	FALSE	FALSE
chrX	48431145	48431645	PQBP1	-0.0038073	K562	TRUE	FALSE	FALSE
chrX	48438965	48439465	PQBP1	0.08315329	K562	TRUE	FALSE	FALSE
chrX	48448065	48448605	PQBP1	-0.02307955	K562	TRUE	FALSE	FALSE
chrX	48449085	48449585	PQBP1	0.09568611	K562	TRUE	FALSE	FALSE
chrX	48449665	48450385	PQBP1	-0.00824917	K562	TRUE	FALSE	FALSE
chrX	48450485	48450985	PQBP1	-0.02556815	K562	TRUE	FALSE	FALSE
chrX	48451105	48451605	PQBP1	0.04189618	K562	TRUE	FALSE	FALSE
chrX	48454285	48454805	PQBP1	0.06598736	K562	TRUE	FALSE	FALSE
chrX	48470045	48470565	PQBP1	0.02810809	K562	TRUE	FALSE	FALSE
chrX	48475885	48476425	PQBP1	-0.00871781	K562	TRUE	FALSE	FALSE
chrX	48487645	48488205	PQBP1	0.05354294	K562	TRUE	FALSE	FALSE
chrX	48489685	48490205	PQBP1	0.01298139	K562	TRUE	FALSE	FALSE
chrX	48490385	48490885	PQBP1	0.00383392	K562	TRUE	FALSE	FALSE
chrX	48495065	48495645	PQBP1	-0.04474232	K562	TRUE	FALSE	FALSE
chrX	48506625	48507125	PQBP1	-0.00928575	K562	TRUE	FALSE	FALSE
chrX	48507425	48507925	PQBP1	-0.01692442	K562	TRUE	FALSE	FALSE
chrX	48534565	48535105	PQBP1	0.00558534	K562	TRUE	FALSE	FALSE
chrX	48538765	48539265	PQBP1	-0.01306771	K562	TRUE	FALSE	FALSE
chrX	48559305	48559825	PQBP1	-0.05459664	K562	TRUE	FALSE	FALSE
chrX	48560285	48560825	PQBP1	-0.02118219	K562	TRUE	FALSE	FALSE
chrX	48570385	48570885	PQBP1	-0.0186547	K562	TRUE	FALSE	FALSE
chrX	48573385	48573925	PQBP1	-0.11004086	K562	TRUE	FALSE	FALSE
chrX	48594765	48595265	PQBP1	0.07590744	K562	TRUE	FALSE	FALSE
chrX	48595425	48596325	PQBP1	-0.02545649	K562	TRUE	FALSE	FALSE
chrX	48597445	48597945	PQBP1	0.07005766	K562	TRUE	FALSE	FALSE
chrX	48610905	48611405	PQBP1	-0.06078233	K562	TRUE	FALSE	FALSE
chrX	48623325	48623865	PQBP1	0.04830255	K562	TRUE	FALSE	FALSE
chrX	48623905	48624465	PQBP1	-0.00807537	K562	TRUE	FALSE	FALSE
chrX	48628605	48629585	PQBP1	-0.00405386	K562	TRUE	FALSE	FALSE
chrX	48635365	48635885	PQBP1	0.03712149	K562	TRUE	FALSE	FALSE
chrX	48637765	48638265	PQBP1	0.10675801	K562	TRUE	FALSE	FALSE
chrX	48641205	48641705	PQBP1	-0.01963063	K562	TRUE	FALSE	FALSE
chrX	48643025	48643685	PQBP1	0.00998804	K562	TRUE	FALSE	FALSE
chrX	48647805	48648385	PQBP1	0.0331017	K562	TRUE	FALSE	FALSE
chrX	48651705	48652205	PQBP1	0.03076076	K562	TRUE	FALSE	FALSE
chrX	48652605	48653165	PQBP1	0.10114529	K562	TRUE	TRUE	FALSE
chrX	48653225	48653725	PQBP1	0.00232751	K562	TRUE	FALSE	FALSE
chrX	48656645	48657145	PQBP1	0.08039749	K562	TRUE	FALSE	FALSE
chrX	48658825	48659325	PQBP1	-0.1078788	K562	TRUE	FALSE	FALSE
chrX	48670685	48671185	PQBP1	-0.05586764	K562	TRUE	FALSE	FALSE
chrX	48692065	48692625	PQBP1	0.01523797	K562	TRUE	FALSE	FALSE
chrX	48722545	48723045	PQBP1	-0.00868559	K562	TRUE	FALSE	FALSE
chrX	48726205	48726785	PQBP1	-0.07618882	K562	TRUE	FALSE	FALSE
chrX	48742005	48742525	PQBP1	-0.03613916	K562	TRUE	FALSE	FALSE
chrX	48747605	48748145	PQBP1	-0.04548812	K562	TRUE	FALSE	FALSE
chrX	48748805	48749325	PQBP1	-0.03082226	K562	TRUE	FALSE	FALSE
chrX	48774465	48774965	PQBP1	0.00929472	K562	TRUE	FALSE	FALSE
chrX	48777085	48777985	PQBP1	-0.00799574	K562	TRUE	FALSE	FALSE
chrX	48794265	48795305	PQBP1	-0.05772863	K562	TRUE	FALSE	FALSE
chrX	48797725	48798225	PQBP1	-0.17244917	K562	TRUE	TRUE	TRUE
chrX	48798965	48799505	PQBP1	-0.18613475	K562	TRUE	TRUE	TRUE
chrX	48800185	48800685	PQBP1	0.0112155	K562	TRUE	FALSE	FALSE
chrX	48800985	48801485	PQBP1	0.05409923	K562	TRUE	FALSE	FALSE
chrX	48802945	48803465	PQBP1	0.01878585	K562	TRUE	FALSE	FALSE
chrX	48805845	48806345	PQBP1	0.01270977	K562	TRUE	FALSE	FALSE
chrX	48813165	48813685	PQBP1	-0.00888189	K562	TRUE	FALSE	FALSE
chrX	48818745	48819245	PQBP1	-0.01574898	K562	TRUE	FALSE	FALSE
chrX	48819285	48819785	PQBP1	-0.02629121	K562	TRUE	FALSE	FALSE
chrX	48836685	48837185	PQBP1	0.00446843	K562	TRUE	FALSE	FALSE
chrX	48860065	48860565	PQBP1	-0.0039897	K562	TRUE	FALSE	FALSE
chrX	48895325	48895825	PQBP1	-0.00316049	K562	TRUE	FALSE	FALSE
chrX	48897325	48897825	PQBP1	-0.01229584	K562	TRUE	FALSE	FALSE
chrX	48899145	48899645	PQBP1	-0.01105689	K562	TRUE	FALSE	FALSE
chrX	48899705	48900305	PQBP1	0.02470371	K562	TRUE	FALSE	FALSE
chrX	48904685	48905265	PQBP1	-0.11876985	K562	TRUE	TRUE	TRUE
chrX	48917305	48917805	PQBP1	0.00141334	K562	TRUE	FALSE	FALSE
chrX	48925945	48926445	PQBP1	0.01931179	K562	TRUE	FALSE	FALSE
chrX	48939865	48940365	PQBP1	0.01037165	K562	TRUE	FALSE	FALSE
chrX	48940985	48941505	PQBP1	0.17974867	K562	TRUE	TRUE	FALSE
chrX	48956765	48957325	PQBP1	-0.0031705	K562	TRUE	FALSE	FALSE
chrX	48963765	48964265	PQBP1	-0.00691412	K562	TRUE	FALSE	FALSE
chrX	48976385	48976885	PQBP1	-0.10803879	K562	TRUE	FALSE	FALSE
chrX	48996025	48996525	PQBP1	0.05211876	K562	TRUE	FALSE	FALSE
chrX	49004925	49005425	PQBP1	0.00184186	K562	TRUE	FALSE	FALSE
chrX	49011485	49012945	PQBP1	0.01419885	K562	TRUE	FALSE	FALSE
chrX	49014485	49014985	PQBP1	-0.09814481	K562	TRUE	FALSE	FALSE
chrX	49020285	49020785	PQBP1	0.01386106	K562	TRUE	FALSE	FALSE
chrX	49022705	49023205	PQBP1	-0.02241544	K562	TRUE	FALSE	FALSE
chrX	49023505	49024085	PQBP1	-0.00041205	K562	TRUE	FALSE	FALSE
chrX	49030945	49031445	PQBP1	-0.00840077	K562	TRUE	FALSE	FALSE
chrX	49031705	49032285	PQBP1	0.04459008	K562	TRUE	FALSE	FALSE
chrX	49033765	49034265	PQBP1	0.03246479	K562	TRUE	FALSE	FALSE
chrX	49045105	49045605	PQBP1	0.00879599	K562	TRUE	FALSE	FALSE
chrX	49045685	49046185	PQBP1	0.00170993	K562	TRUE	FALSE	FALSE
chrX	49047365	49047885	PQBP1	0.032258	K562	TRUE	FALSE	FALSE
chrX	49049105	49049605	PQBP1	-0.00541228	K562	TRUE	FALSE	FALSE
chrX	49049845	49050365	PQBP1	-0.04222488	K562	TRUE	FALSE	FALSE
chrX	49066185	49066745	PQBP1	-0.02371728	K562	TRUE	FALSE	FALSE
chrX	49086865	49087825	PQBP1	-0.03337867	K562	TRUE	FALSE	FALSE
chrX	49093605	49094365	PQBP1	-0.02064132	K562	TRUE	FALSE	FALSE
chrX	49096745	49097345	PQBP1	0.04844434	K562	TRUE	FALSE	FALSE
chrX	49098125	49098645	PQBP1	0.01974715	K562	TRUE	FALSE	FALSE
chrX	49099045	49099565	PQBP1	-0.04295114	K562	TRUE	FALSE	FALSE
chrX	49100665	49101185	PQBP1	0.00834223	K562	TRUE	FALSE	FALSE
chrX	49116665	49117245	PQBP1	0.03636234	K562	TRUE	FALSE	FALSE
chrX	49127425	49127925	PQBP1	-0.02546678	K562	TRUE	FALSE	FALSE
chrX	49129665	49130245	PQBP1	0.04811959	K562	TRUE	FALSE	FALSE
chrX	49138945	49139465	PQBP1	-0.01092561	K562	TRUE	FALSE	FALSE
chrX	49148345	49148845	PQBP1	0.03691756	K562	TRUE	FALSE	FALSE
chrX	49437985	49438485	PQBP1	-0.0580335	K562	TRUE	FALSE	FALSE
chrX	49518745	49519265	PQBP1	-0.01111828	K562	TRUE	FALSE	FALSE
chrX	49602945	49603445	PQBP1	-0.0479746	K562	TRUE	FALSE	FALSE
chrX	49605225	49605785	PQBP1	0.00445328	K562	TRUE	FALSE	FALSE
chrX	49621265	49621765	PQBP1	0.02126949	K562	TRUE	FALSE	FALSE
chrX	49624005	49624505	PQBP1	-0.02145771	K562	TRUE	FALSE	FALSE
chrX	49625405	49626205	PQBP1	0.03287292	K562	TRUE	FALSE	FALSE
chrX	49626645	49627185	PQBP1	0.00921109	K562	TRUE	FALSE	FALSE
chrX	49633305	49633805	PQBP1	-0.06710849	K562	TRUE	FALSE	FALSE
chrX	49641285	49641805	PQBP1	-0.0349363	K562	TRUE	FALSE	FALSE
chrX	49648805	49649305	PQBP1	-0.00125957	K562	TRUE	FALSE	FALSE
chrX	49680105	49680685	PQBP1	-0.00229042	K562	TRUE	FALSE	FALSE
chrX	49684045	49684585	PQBP1	-0.00681403	K562	TRUE	FALSE	FALSE
chrX	49685645	49686165	PQBP1	-0.0516474	K562	TRUE	FALSE	FALSE
chrX	49687965	49688465	PQBP1	0.04112528	K562	TRUE	FALSE	FALSE
chrX	49689325	49689985	PQBP1	0.10680495	K562	TRUE	FALSE	FALSE
chrX	49690965	49691465	PQBP1	-0.01855576	K562	TRUE	FALSE	FALSE
chrX	49741265	49741785	PQBP1	-0.02057808	K562	TRUE	FALSE	FALSE
chrX	49810765	49811265	PQBP1	-0.01556734	K562	TRUE	FALSE	FALSE
chrX	49836225	49836765	PQBP1	-0.02573842	K562	TRUE	FALSE	FALSE
chrX	49900825	49901845	PQBP1	-0.01700475	K562	TRUE	FALSE	FALSE
chrX	49941745	49942265	PQBP1	-0.16320736	K562	TRUE	FALSE	FALSE
chrX	49945145	49945645	PQBP1	-0.03142483	K562	TRUE	FALSE	FALSE
chrX	49948505	49949145	PQBP1	-0.00911228	K562	TRUE	FALSE	FALSE
chrX	49962985	49963545	PQBP1	-0.097665	K562	TRUE	FALSE	FALSE
chrX	49969065	49969605	PQBP1	-0.02932083	K562	TRUE	FALSE	FALSE
chrX	50191545	50192045	PQBP1	0.00608997	K562	TRUE	FALSE	FALSE
chrX	50322885	50323405	PQBP1	-0.04562462	K562	TRUE	FALSE	FALSE
chrX	50434665	50435165	PQBP1	-0.01112215	K562	TRUE	FALSE	FALSE
chrX	46655945	46656445	PLP2	-0.01265429	K562	TRUE	FALSE	FALSE
chrX	46697525	46698025	PLP2	-0.03945275	K562	TRUE	FALSE	FALSE
chrX	46773165	46773765	PLP2	0.04817624	K562	TRUE	FALSE	FALSE
chrX	46824385	46824885	PLP2	-0.00135109	K562	TRUE	FALSE	FALSE
chrX	46837945	46838445	PLP2	-0.00398102	K562	TRUE	FALSE	FALSE
chrX	46870105	46870645	PLP2	-0.03599289	K562	TRUE	FALSE	FALSE
chrX	46889645	46890165	PLP2	-0.02630219	K562	TRUE	FALSE	FALSE
chrX	46907325	46907845	PLP2	-0.00280492	K562	TRUE	FALSE	FALSE
chrX	46918825	46919345	PLP2	-0.02082661	K562	TRUE	FALSE	FALSE
chrX	46936185	46936705	PLP2	0.01859433	K562	TRUE	FALSE	FALSE
chrX	46952565	46953065	PLP2	0.02259427	K562	TRUE	FALSE	FALSE
chrX	46988405	46988905	PLP2	0.00066324	K562	TRUE	FALSE	FALSE
chrX	46994945	46995465	PLP2	0.01577051	K562	TRUE	FALSE	FALSE
chrX	47050785	47051285	PLP2	0.04617354	K562	TRUE	FALSE	FALSE
chrX	47056545	47057085	PLP2	-0.0125982	K562	TRUE	FALSE	FALSE
chrX	47124105	47124625	PLP2	0.03504898	K562	TRUE	FALSE	FALSE
chrX	47171685	47172205	PLP2	-0.00523391	K562	TRUE	FALSE	FALSE
chrX	47180665	47181185	PLP2	-0.04474883	K562	TRUE	FALSE	FALSE
chrX	47221385	47221925	PLP2	0.03237328	K562	TRUE	FALSE	FALSE
chrX	47225545	47226065	PLP2	-0.00879254	K562	TRUE	FALSE	FALSE
chrX	47239665	47240165	PLP2	0.04163364	K562	TRUE	FALSE	FALSE
chrX	47243805	47244325	PLP2	-0.00957846	K562	TRUE	FALSE	FALSE
chrX	47343205	47343725	PLP2	-0.00061143	K562	TRUE	FALSE	FALSE
chrX	47382685	47383225	PLP2	-0.00128268	K562	TRUE	FALSE	FALSE
chrX	47400485	47400985	PLP2	0.00948196	K562	TRUE	FALSE	FALSE
chrX	47401485	47402065	PLP2	0.02393243	K562	TRUE	FALSE	FALSE
chrX	47419285	47419945	PLP2	0.0419304	K562	TRUE	FALSE	FALSE
chrX	47421905	47422425	PLP2	-0.02791344	K562	TRUE	FALSE	FALSE
chrX	47422665	47423645	PLP2	-0.00626599	K562	TRUE	FALSE	FALSE
chrX	47432085	47432625	PLP2	-0.02026402	K562	TRUE	FALSE	FALSE
