chrTSS	startTSS	endTSS	GeneSymbol
chr22	42949867	42949867	SERHL2
chr22	42978017	42978017	RRP7BP
chr22	43010968	43010968	POLDIP3
chr22	43042995	43042995	CYB5R3
chr22	43253408	43253408	ARFGAP3
chr22	43343047	43343047	PACSIN2
chr22	43485434	43485434	TTLL1
chr22	43539403	43539403	MCAT
chr22	43547519	43547519	TSPO
chr22	43583137	43583137	TTLL12
chr22	43671947	43671947	LOC101927447
chr22	44351260	44351260	SAMM50
chr22	44420156	44420156	PARVB
chr22	44894005	44894005	LDOC1L
chr22	45072687	45072687	PRR5
chr22	45148437	45148437	ARHGAP8
chr22	45559662	45559662	NUP50-AS1
chr22	45559725	45559725	NUP50
chr22	45608347	45608347	KIAA0930
chr22	45705784	45705784	FAM118A
chr22	46067677	46067677	ATXN10
chr22	46481876	46481876	MIRLET7BHG
chr22	46546498	46546498	PPARA
chr22	46646193	46646193	CDPF1
chr22	46663860	46663860	TTC38
chr22	46692557	46692557	GTSE1-AS1
chr22	46692637	46692637	GTSE1
chr22	46731297	46731297	TRMU
chr22	47016298	47016298	GRAMD4
chr22	47134152	47134152	CERK
chr22	47158513	47158513	TBC1D22A
chr22	48027422	48027422	LOC284930
chr22	50051190	50051190	C22orf34
chr22	50221196	50221196	BRD1
chr22	50247496	50247496	ZBED4
chr22	50312106	50312106	ALG12
chr22	50312277	50312277	CRELD2
chr22	50354142	50354142	PIM3
chr22	50609159	50609159	PANX2
chr22	50624340	50624340	TRABD
chr22	50639407	50639407	SELENOO
chr22	50683400	50683400	TUBGCP6
chr22	50689834	50689834	HDAC10
chr22	50700239	50700239	MAPK12
chr22	50708822	50708822	MAPK11
chr22	50746001	50746001	PLXNB2
chr22	50765489	50765489	DENND6B
chr22	50781745	50781745	PPP6R2
chr22	50913500	50913500	SBF1
chr22	50920152	50920152	ADM2
chr22	50946135	50946135	LMF2
chr22	50946644	50946644	NCAPH2
chr22	50964034	50964034	SCO2
chr22	50968514	50968514	TYMP
chr22	51017096	51017096	CPT1B
chr22	51021428	51021428	CHKB-CPT1B
chr22	51021428	51021428	CHKB
chr22	51021454	51021454	CHKB-AS1
chr22	51066601	51066601	ARSA
chr22	51222087	51222087	RABL2B
chr15	20711433	20711433	HERC2P3
chr15	22833394	22833394	TUBGCP5
chr15	22892626	22892626	CYFIP1
chr15	23034427	23034427	NIPA2
chr15	23086436	23086436	NIPA1
chr15	23208357	23208357	WHAMMP3
chr15	23378259	23378259	HERC2P2
chr15	23390721	23390721	HERC2P7
chr15	23810453	23810453	MKRN3
chr15	23932450	23932450	NDN
chr15	25684175	25684175	UBE3A
chr15	27216428	27216428	GABRG3
chr15	28567298	28567298	HERC2
chr15	28899587	28899587	HERC2P9
chr15	28982728	28982728	WHAMMP2
chr15	29213839	29213839	APBA2
chr15	29562020	29562020	NSMCE3
chr15	30114706	30114706	TJP1
chr15	30918878	30918878	ARHGAP11B
chr15	31196075	31196075	FAN1
chr15	31283807	31283807	MTMR10
chr15	31619057	31619057	KLF13
chr15	32906947	32906947	LOC101928042
chr15	32907676	32907676	ARHGAP11A
chr15	34331303	34331303	AVEN
chr15	34394053	34394053	EMC7
chr15	34394273	34394273	PGBD4
chr15	34502297	34502297	KATNBL1
chr15	34517197	34517197	EMC4
chr15	34611021	34611021	SLC12A6
chr15	34635362	34635362	NOP10
chr15	34659395	34659395	LPCAT4
chr15	34682001	34682001	GOLGA8A
chr15	34828222	34828222	GOLGA8B
chr15	35261995	35261995	AQR
chr15	35280497	35280497	ZNF770
chr15	35838404	35838404	DPH6
chr15	36871803	36871803	C15orf41
chr15	37110707	37110707	CSNK1A1P1
chr15	37392341	37392341	MEIS2
chr15	38545051	38545051	SPRED1
chr15	38746327	38746327	FAM98B
chr15	40075106	40075106	LOC105370941
chr15	40226324	40226324	EIF2AK4
chr15	40331403	40331403	SRP14
chr15	40331511	40331511	SRP14-AS1
chr15	40453209	40453209	BUB1B
chr15	40509628	40509628	BUB1B-PAK6
chr15	40600174	40600174	PLCB2
chr15	40616256	40616256	INAFM2
chr15	40674921	40674921	KNSTRN
chr15	40697685	40697685	IVD
chr15	40733349	40733349	BAHD1
chr15	40763159	40763159	CHST14
chr15	40857256	40857256	C15orf57
chr15	40861491	40861491	RPUSD2
chr15	40886446	40886446	KNL1
chr15	40987303	40987303	RAD51-AS1
chr15	40987326	40987326	RAD51
chr15	41047534	41047534	RMDN3
chr15	41056284	41056284	GCHFR
chr15	41099273	41099273	ZFYVE19
chr15	41099676	41099676	DNAJC17
chr15	41136245	41136245	SPINT1
chr15	41166487	41166487	RHOV
chr15	41186627	41186627	VPS18
chr15	41199006	41199006	LOC105370943
chr15	41245346	41245346	CHAC1
chr15	41408444	41408444	INO80
chr15	41523436	41523436	CHP1
chr15	41576200	41576200	OIP5-AS1
chr15	41624819	41624819	OIP5
chr15	41624891	41624891	NUSAP1
chr15	41694658	41694658	NDUFAF1
chr15	41709301	41709301	RTF1
chr15	41786055	41786055	ITPKA
chr15	41806085	41806085	LTK
chr15	41836475	41836475	RPAP1
chr15	41851219	41851219	TYRO3
chr15	41952609	41952609	MGA
chr15	42066631	42066631	MAPKBP1
chr15	42120282	42120282	JMJD7
chr15	42120282	42120282	JMJD7-PLA2G4B
chr15	42131010	42131010	PLA2G4B
chr15	42264755	42264755	EHD4
chr15	42264960	42264960	PLA2G4E-AS1
chr15	42500524	42500524	VPS39
chr15	42565782	42565782	TMEM87A
chr15	42566365	42566365	GANC
chr15	42749765	42749765	ZNF106
chr15	42787503	42787503	SNAP23
chr15	42841002	42841002	LRRC57
chr15	42841010	42841010	HAUS2
chr15	42867856	42867856	STARD9
chr15	43029417	43029417	CDAN1
chr15	43213007	43213007	TTBK2
chr15	43398286	43398286	UBR1
chr15	43425721	43425721	TMEM62
chr15	43477465	43477465	CCNDBP1
chr15	43513323	43513323	EPB42
chr15	43622553	43622553	ADAL
chr15	43622820	43622820	LCMT2
chr15	43662258	43662258	ZSCAN29
chr15	43663256	43663256	TUBGCP4
chr15	43785354	43785354	TP53BP1
chr15	43809805	43809805	MAP1A
chr15	43882451	43882451	PPIP5K1
chr15	43886031	43886031	CKMT1B
chr15	43941039	43941039	CATSPER2
chr15	43984983	43984983	CKMT1A
chr15	44038589	44038589	PDIA3
chr15	44069502	44069502	ELL3
chr15	44084173	44084173	SERF2
chr15	44084173	44084173	SERF2-C15ORF63
chr15	44092618	44092618	HYPK
chr15	44116951	44116951	MFAP1
chr15	44119111	44119111	WDR76
chr15	44580908	44580908	CASC4
chr15	44719578	44719578	CTDSPL2
chr15	44829121	44829121	EIF3J-AS1
chr15	44829265	44829265	EIF3J
chr15	44955876	44955876	SPG11
chr15	45003684	45003684	B2M
chr15	45021185	45021185	LOC100419583
chr15	45028559	45028559	TRIM69
chr15	45248899	45248899	TERB2
chr15	45315301	45315301	SORD
chr15	45571420	45571420	LOC101928414
chr15	45694518	45694518	SPATA5L1
chr15	45815002	45815002	SLC30A4
chr15	45879320	45879320	BLOC1S6
chr15	45997392	45997392	LOC105370802
chr15	48623620	48623620	DUT
chr15	49103343	49103343	CEP152
chr15	49170289	49170289	EID1
chr15	49338760	49338760	SECISBP2L
chr15	49447854	49447854	COPS2
chr15	49462212	49462212	GALK2
chr15	49913118	49913118	FAM227B
chr15	49913225	49913225	DTWD1
chr15	50474392	50474392	SLC27A2
chr15	50558162	50558162	HDC
chr15	50646370	50646370	GABPB1-AS1
chr15	50647076	50647076	FLJ10038
chr15	50647605	50647605	GABPB1
chr15	50716573	50716573	USP8
chr15	50979012	50979012	TRPM7
chr15	51057910	51057910	SPPL2A
chr15	51200868	51200868	AP4E1
chr15	51914967	51914967	DMXL2
chr15	51973549	51973549	SCG3
chr15	52030320	52030320	LYSMD2
chr15	52043757	52043757	TMOD2
chr15	52121824	52121824	TMOD3
chr15	52216317	52216317	LOC100422556
chr15	52263998	52263998	LEO1
chr15	52311410	52311410	MAPK6
chr15	52472222	52472222	CERNA1
chr15	52861329	52861329	ARPP19
chr15	52970831	52970831	FAM214A
chr15	55489231	55489231	RSL24D1
chr15	55562592	55562592	RAB27A
chr15	55611132	55611132	PIGB
chr15	55611392	55611392	PIGBOS1
chr15	55700708	55700708	CCPG1
chr15	55700722	55700722	C15orf65
chr15	55800432	55800432	DYX1C1
chr15	56209329	56209329	NEDD4
chr15	56535483	56535483	RFX7
chr15	56657621	56657621	TEX9
chr15	56757335	56757335	MNS1
chr15	57026284	57026284	ZNF280D
chr15	57210697	57210697	LOC145783
chr15	57210832	57210832	TCF12
chr15	57592562	57592562	LINC00926
chr15	57611335	57611335	LINC01413
chr15	57998718	57998718	POLR2M
chr15	58358121	58358121	ALDH1A2
chr15	58790934	58790934	LIPC-AS1
chr15	59042177	59042177	ADAM10
chr15	59063173	59063173	LOC101928725
chr15	59063390	59063390	MINDY2
chr15	59225875	59225875	SLTM
chr15	59279864	59279864	RNF111
chr15	59397283	59397283	CCNB2
chr15	59949737	59949737	GTF2A2
chr15	59981733	59981733	BNIP2
chr15	60690185	60690185	ANXA2
chr15	60771359	60771359	ICE2
chr15	60771376	60771376	RORA-AS1
chr15	62352664	62352664	VPS13C
chr15	62352701	62352701	LOC101928907
chr15	63334837	63334837	TPM1
chr15	63413998	63413998	LACTB
chr15	63449741	63449741	RPS27L
chr15	63481727	63481727	RAB8B
chr15	63569748	63569748	APH1B
chr15	63682428	63682428	LOC102723344
chr15	63796709	63796709	USP3
chr15	64126147	64126147	HERC1
chr15	64220472	64220472	LOC101928988
chr15	64338521	64338521	DAPK2
chr15	64386207	64386207	FAM96A
chr15	64388082	64388082	SNX1
chr15	64443915	64443915	SNX22
chr15	64455354	64455354	PPIB
chr15	64648458	64648458	CSNK1G1
chr15	64673709	64673709	PCLAF
chr15	64680002	64680002	TRIP4
chr15	64791618	64791618	ZNF609
chr15	64995480	64995480	OAZ2
chr15	65067786	65067786	RBPMS2
chr15	65117867	65117867	PIF1
chr15	65134081	65134081	PLEKHO2
chr15	65282284	65282284	SPG21
chr15	65321977	65321977	MTFMT
chr15	65426174	65426174	PDCD7
chr15	65477758	65477758	CLPX
chr15	65579181	65579181	PARP16
chr15	65810051	65810051	DPP8
chr15	65822826	65822826	HACD3
chr15	65903627	65903627	INTS14
chr15	65916292	65916292	SLC24A1
chr15	66084631	66084631	DENND4A
chr15	66161796	66161796	RAB11A
chr15	66586157	66586157	DIS3L
chr15	66649054	66649054	TIPIN
chr15	66679210	66679210	MAP2K1
chr15	66790153	66790153	SNAPC5
chr15	66797193	66797193	RPL4
chr15	66797420	66797420	ZWILCH
chr15	66874527	66874527	LINC01169
chr15	66994673	66994673	SMAD6
chr15	67356520	67356520	LOC102723493
chr15	67358194	67358194	SMAD3
chr15	67547074	67547074	AAGAB
chr15	67547137	67547137	IQCH
chr15	67813521	67813521	C15orf61
chr15	67814182	67814182	IQCH-AS1
chr15	67835020	67835020	MAP2K5
chr15	68131217	68131217	LOC101929076
chr15	68346516	68346516	PIAS1
chr15	68498448	68498448	CALML4
chr15	68522080	68522080	CLN6
chr15	68570140	68570140	FEM1B
chr15	69099440	69099440	ANP32A-IT1
chr15	69113261	69113261	ANP32A
chr15	69452935	69452935	GLCE
chr15	69706584	69706584	KIF23
chr15	69707368	69707368	LOC145694
chr15	69745158	69745158	RPLP1
chr15	70390256	70390256	TLE3
chr15	72410440	72410440	MYO9A
chr15	72410630	72410630	SENP8
chr15	72523965	72523965	PKM
chr15	72564916	72564916	PARP6
chr15	72668814	72668814	HEXA
chr15	72766580	72766580	LOC105370888
chr15	72766666	72766666	ARIH1
chr15	72978519	72978519	BBS4
chr15	73076126	73076126	ADPGK
chr15	73861884	73861884	NPTN-IT1
chr15	73925753	73925753	NPTN
chr15	73976621	73976621	CD276
chr15	74284689	74284689	STOML1
chr15	74287013	74287013	PML
chr15	74726300	74726300	SEMA7A
chr15	74753529	74753529	UBL7
chr15	74753605	74753605	UBL7-AS1
chr15	74833517	74833517	ARID3B
chr15	74900712	74900712	CLK3
chr15	74988386	74988386	EDC3
chr15	75017951	75017951	CYP1A1
chr15	75074424	75074424	CSK
chr15	75135552	75135552	ULK3
chr15	75165720	75165720	SCAMP2
chr15	75182351	75182351	MPI
chr15	75199235	75199235	FAM219B
chr15	75230495	75230495	COX5A
chr15	75249775	75249775	RPP25
chr15	75315895	75315895	PPCDC
chr15	75494220	75494220	C15orf39
chr15	75522031	75522031	LOC105376731
chr15	75628336	75628336	COMMD4
chr15	75639959	75639959	NEIL1
chr15	75660968	75660968	MAN2C1
chr15	75743926	75743926	SIN3A
chr15	75871632	75871632	PTPN9
chr15	75918446	75918446	SNUPN
chr15	75932664	75932664	IMP3
chr15	75941347	75941347	SNX33
chr15	76135626	76135626	UBE2Q2
chr15	76196199	76196199	FBXO22
chr15	76473827	76473827	LOC101929439
chr15	76603810	76603810	ETFA
chr15	76629064	76629064	ISL2
chr15	77176217	77176217	SCAPER
chr15	77223961	77223961	RCN2
chr15	77363570	77363570	TSPAN3
chr15	77712446	77712446	PEAK1
chr15	77712992	77712992	HMG20A
chr15	77952392	77952392	LINGO1-AS2
chr15	78111866	78111866	LINGO1
chr15	78219188	78219188	LOC645752
chr15	78369994	78369994	TBC1D2B
chr15	78423877	78423877	CIB2
chr15	78441718	78441718	IDH3A
chr15	78527049	78527049	ACSBG1
chr15	78592068	78592068	WDR61
chr15	78730517	78730517	IREB2
chr15	78799905	78799905	HYKK
chr15	78832746	78832746	PSMA4
chr15	78857861	78857861	CHRNA5
chr15	79165122	79165122	MORF4L1
chr15	79237440	79237440	CTSH
chr15	79603403	79603403	TMED3
chr15	80189391	80189391	MTHFS
chr15	80207598	80207598	ST20
chr15	80215112	80215112	ST20-AS1
chr15	80215448	80215448	ST20-MTHFS
chr15	80351909	80351909	ZFAND6
chr15	80445232	80445232	FAH
chr15	81282219	81282219	MESDC2
chr15	81293294	81293294	MESDC1
chr15	81426643	81426643	CFAP161
chr15	81589253	81589253	IL16
chr15	81616524	81616524	STARD5
chr15	81616673	81616673	TMC3-AS1
chr15	82338484	82338484	MEX3B
chr15	82380934	82380934	LINC01583
chr15	82555104	82555104	EFL1
chr15	82555151	82555151	SAXO2
chr15	83023840	83023840	UBE2Q2P2
chr15	83098709	83098709	GOLGA6L9
chr15	83209295	83209295	RPS17
chr15	83240573	83240573	CPEB1
chr15	83316520	83316520	CPEB1-AS1
chr15	83382745	83382745	LOC338963
chr15	83408532	83408532	ACTG1P17
chr15	83419315	83419315	SNHG21
chr15	83478379	83478379	WHAMM
chr15	83654954	83654954	FAM103A1
chr15	83680393	83680393	C15orf40
chr15	83736106	83736106	BTBD1
chr15	83776323	83776323	TM6SF1
chr15	83876770	83876770	HDGFRP3
chr15	84115979	84115979	SH3GL3
chr15	84904524	84904524	GOLGA6L4
chr15	85114026	85114026	UBE2Q2P1
chr15	85144248	85144248	ZSCAN2
chr15	85174690	85174690	SCAND2P
chr15	85197574	85197574	WDR73
chr15	85259691	85259691	SEC11A
chr15	85291817	85291817	ZNF592
chr15	85525204	85525204	PDE8A
chr15	89010633	89010633	MRPL46
chr15	89010683	89010683	MRPS11
chr15	89089934	89089934	DET1
chr15	89164526	89164526	AEN
chr15	89178867	89178867	ISG20
chr15	89438857	89438857	HAPLN3
chr15	89456700	89456700	MFGE8
chr15	89631380	89631380	ABHD2
chr15	89787193	89787193	FANCI
chr15	89878026	89878026	POLG
chr15	90118817	90118817	TICRR
chr15	90198682	90198682	KIF7
chr15	90358072	90358072	ANPEP
chr15	90437617	90437617	AP3S2
chr15	90456222	90456222	C15orf38-AP3S2
chr15	90544722	90544722	ZNF710
chr15	90645786	90645786	IDH2
chr15	90744561	90744561	SEMA4B
chr15	90777279	90777279	CIB1
chr15	90777486	90777486	GDPGP1
chr15	90792763	90792763	TTLL13P
chr15	90808894	90808894	NGRN
chr15	90895476	90895476	ZNF774
chr15	90931472	90931472	IQGAP1
chr15	91073117	91073117	CRTC3
chr15	91203464	91203464	LINC01585
chr15	91260371	91260371	CRTC3-AS1
chr15	91260557	91260557	BLM
chr15	91411821	91411821	FURIN
chr15	91428275	91428275	FES
chr15	91445930	91445930	MAN2A2
chr15	91475799	91475799	HDDC3
chr15	91478115	91478115	UNC45A
chr15	91498105	91498105	RCCD1
chr15	91537881	91537881	PRC1
chr15	91565851	91565851	VPS33B
chr15	91565851	91565851	LOC101926911
chr15	93426072	93426072	LINC01578
chr15	93443550	93443550	CHD2
chr15	95398591	95398591	LOC440311
chr15	96870590	96870590	NR2F2-AS1
chr15	96874110	96874110	NR2F2
chr15	98417659	98417659	LINC00923
chr15	98503932	98503932	ARRDC4
chr15	99789824	99789824	TTC23
chr15	99791566	99791566	LRRC28
chr15	100106132	100106132	MEF2A
chr15	100273649	100273649	LYSMD4
chr15	101099488	101099488	PRKXP1
chr15	101142445	101142445	LINS1
chr15	101142754	101142754	ASB7
chr15	101792137	101792137	CHSY1
chr15	101817725	101817725	SELENOS
chr15	101835487	101835487	SNRPA1
chr15	101874641	101874641	PCSK6-AS1
chr15	102030187	102030187	PCSK6
chr15	102192594	102192594	TM2D3
chr15	102264645	102264645	TARSL2
chr15	102495087	102495087	FAM138E
chr15	102501015	102501015	WASH3P
chr11	131920	131920	LINC01001
chr11	193079	193079	SCGB1C2
chr11	207422	207422	BET1L
chr11	207510	207510	RIC8A
chr11	236362	236362	SIRT3
chr11	236807	236807	PSMD13
chr11	289137	289137	PGGHG
chr11	308106	308106	IFITM2
chr11	313990	313990	IFITM1
chr11	320914	320914	IFITM3
chr11	369794	369794	B4GALNT4
chr11	394182	394182	PKP3
chr11	417397	417397	SIGIRR
chr11	442011	442011	ANO9
chr11	450279	450279	PTDSS2
chr11	506821	506821	RNH1
chr11	535567	535567	HRAS
chr11	537521	537521	LRRC56
chr11	560779	560779	LMNTD2
chr11	561449	561449	RASSF7
chr11	568457	568457	MIR210HG
chr11	575885	575885	LOC143666
chr11	576445	576445	PHRF1
chr11	615999	615999	IRF7
chr11	695590	695590	TMEM80
chr11	695754	695754	DEAF1
chr11	706119	706119	EPS8L2
chr11	747431	747431	TALDO1
chr11	777502	777502	PDDC1
chr11	777577	777577	LOC171391
chr11	796263	796263	SLC25A22
chr11	797510	797510	PANO1
chr11	805250	805250	PIDD1
chr11	809935	809935	RPLP2
chr11	818900	818900	PNPLA2
chr11	828259	828259	CRACR2B
chr11	832951	832951	CD151
chr11	842529	842529	POLR2L
chr11	842823	842823	TSPAN4
chr11	910874	910874	CHID1
chr11	925808	925808	AP2A2
chr11	1330892	1330892	TOLLIP
chr11	1502116	1502116	MOB2
chr11	1785222	1785222	CTSD
chr11	1917988	1917988	LINC01150
chr11	1968501	1968501	MRPL23
chr11	2012325	2012325	LINC01219
chr11	2019105	2019105	H19
chr11	2292182	2292182	ASCL2
chr11	2323143	2323143	C11orf21
chr11	2323242	2323242	TSPAN32
chr11	2398546	2398546	CD81
chr11	2399222	2399222	CD81-AS1
chr11	2421717	2421717	TSSC4
chr11	2906995	2906995	CDKN1C
chr11	2923511	2923511	SLC22A18
chr11	2950650	2950650	PHLDA2
chr11	3013607	3013607	NAP1L4
chr11	3078681	3078681	CARS
chr11	3186582	3186582	OSBPL5
chr11	3400452	3400452	ZNF195
chr11	3402190	3402190	TSSC2
chr11	3692614	3692614	CHRNA10
chr11	3819022	3819022	NUP98
chr11	3819048	3819048	PGAP2
chr11	3862213	3862213	RHOG
chr11	3876932	3876932	STIM1
chr11	4115914	4115914	RRM1
chr11	4208381	4208381	LOC100506082
chr11	4414926	4414926	TRIM21
chr11	4629489	4629489	TRIM68
chr11	5255858	5255858	HBD
chr11	5264822	5264822	HBBP1
chr11	5266776	5266776	BGLT3
chr11	5271087	5271087	HBG1
chr11	5276011	5276011	HBG2
chr11	5291373	5291373	HBE1
chr11	5323176	5323176	OR51B4
chr11	5345582	5345582	OR51B2
chr11	5462783	5462783	OR51I1
chr11	5526882	5526882	OR51B5
chr11	5617864	5617864	TRIM6
chr11	5706339	5706339	TRIM5
chr11	6255941	6255941	FAM160A2
chr11	6411643	6411643	SMPD1
chr11	6495214	6495214	TRIM3
chr11	6502676	6502676	TIMM10B
chr11	6502709	6502709	ARFIP2
chr11	6518525	6518525	DNHD1
chr11	6624880	6624880	RRP8
chr11	6624937	6624937	ILK
chr11	6633475	6633475	TAF10
chr11	6640692	6640692	TPP1
chr11	6704632	6704632	MRPL17
chr11	6947653	6947653	ZNF215
chr11	7694829	7694829	CYB5R2
chr11	8008866	8008866	EIF3F
chr11	8081584	8081584	TUB-AS1
chr11	8680383	8680383	TRIM66
chr11	8703994	8703994	RPL27A
chr11	8790324	8790324	LOC102724784
chr11	8932700	8932700	AKIP1
chr11	8986221	8986221	TMEM9B-AS1
chr11	8986320	8986320	TMEM9B
chr11	9025596	9025596	NRIP3
chr11	9286873	9286873	DENND5A
chr11	9336315	9336315	TMEM41B
chr11	9406168	9406168	IPO7
chr11	9482245	9482245	LOC644656
chr11	9482511	9482511	ZNF143
chr11	9595227	9595227	WEE1
chr11	9685623	9685623	SWAP70
chr11	9779839	9779839	SBF2-AS1
chr11	9781080	9781080	LOC440028
chr11	10315754	10315754	SBF2
chr11	10329859	10329859	CAND1.11
chr11	10472223	10472223	AMPD3
chr11	10562774	10562774	RNF141
chr11	10772533	10772533	CTR9
chr11	10830582	10830582	EIF4G2
chr11	10830843	10830843	LOC101928053
chr11	10879620	10879620	ZBED5
chr11	10879763	10879763	ZBED5-AS1
chr11	11862969	11862969	USP47
chr11	12132122	12132122	MICAL2
chr11	12308446	12308446	MICALCL
chr11	12695968	12695968	TEAD1
chr11	13011095	13011095	LINC00958
chr11	13299273	13299273	ARNTL
chr11	13484844	13484844	BTBD10
chr11	13690205	13690205	FAR1
chr11	13946410	13946410	LOC101928132
chr11	14380730	14380730	RRAS2
chr11	14521404	14521404	COPB1
chr11	14541991	14541991	PSMA1
chr11	14665268	14665268	PDE3B
chr11	14913751	14913751	CYP2R1
chr11	15665430	15665430	LOC102724957
chr11	16424413	16424413	SOX6
chr11	16760147	16760147	C11orf58
chr11	17099220	17099220	RPS13
chr11	17229543	17229543	PIK3C2A
chr11	17298285	17298285	NUCB2
chr11	17373308	17373308	NCR3LG1
chr11	17410206	17410206	KCNJ11
chr11	18034709	18034709	SERGEF
chr11	18127638	18127638	SAAL1
chr11	18343721	18343721	HPS5
chr11	18343815	18343815	GTF2H1
chr11	18415935	18415935	LDHA
chr11	18548503	18548503	TSG101
chr11	18610293	18610293	UEVLD
chr11	18656020	18656020	SPTY2D1
chr11	19138691	19138691	ZDHHC13
chr11	19262507	19262507	E2F8
chr11	19736218	19736218	LOC100126784
chr11	20385230	20385230	HTATIP2
chr11	20409075	20409075	PRMT3
chr11	22647387	22647387	FANCF
chr11	22851408	22851408	SVIP
chr11	27241660	27241660	BBOX1-AS1
chr11	27384795	27384795	CCDC34
chr11	27493277	27493277	LOC105376671
chr11	27494322	27494322	LGR4
chr11	27528326	27528326	LIN7C
chr11	28129746	28129746	KIF18A
chr11	28129797	28129797	METTL15
chr11	30344645	30344645	ARL14EP
chr11	31391376	31391376	DNAJC24
chr11	31531175	31531175	IMMP1L
chr11	31531275	31531275	ELP4
chr11	31832901	31832901	PAX6
chr11	31838113	31838113	DKFZp686K1684
chr11	32112476	32112476	RCN1
chr11	32457063	32457063	WT1-AS
chr11	32457081	32457081	WT1
chr11	32605312	32605312	EIF3M
chr11	32914723	32914723	QSER1
chr11	33037727	33037727	DEPDC7
chr11	33060962	33060962	TCP11L1
chr11	33183037	33183037	CSTF3
chr11	33278867	33278867	HIPK3
chr11	33758025	33758025	CD59
chr11	33796071	33796071	FBXO3
chr11	33796244	33796244	FBXO3-AS1
chr11	33913836	33913836	LMO2
chr11	34073229	34073229	CAPRIN1
chr11	34127110	34127110	NAT10
chr11	34460471	34460471	CAT
chr11	34937676	34937676	PDHX
chr11	34937958	34937958	APIP
chr11	35160416	35160416	CD44
chr11	35684299	35684299	TRIM44
chr11	35965530	35965530	LDLRAD3
chr11	36310999	36310999	COMMD9
chr11	36397534	36397534	PRR5L
chr11	36531863	36531863	TRAF6
chr11	36589562	36589562	RAG1
chr11	36616042	36616042	C11orf74
chr11	43333504	43333504	API5
chr11	43380434	43380434	TTC17
chr11	43702142	43702142	HSD17B12
chr11	43902356	43902356	ALKBH3
chr11	43964105	43964105	C11orf96
chr11	44087811	44087811	ACCS
chr11	44117098	44117098	EXT2
chr11	44587140	44587140	CD82
chr11	45376921	45376921	LOC101928812
chr11	45743857	45743857	LOC100507384
chr11	45792982	45792982	DKFZp779M0652
chr11	45825622	45825622	SLC35C1
chr11	45868956	45868956	CRY2
chr11	45907046	45907046	MAPK8IP1
chr11	45939674	45939674	PEX16
chr11	46142985	46142985	PHF21A
chr11	46193505	46193505	LOC101928894
chr11	46299188	46299188	CREB3L1
chr11	46368955	46368955	DGKZ
chr11	46403204	46403204	MDK
chr11	46615619	46615619	AMBRA1
chr11	46638777	46638777	HARBI1
chr11	46638825	46638825	ATG13
chr11	46722215	46722215	ARHGAP1
chr11	46722316	46722316	ZNF408
chr11	46867859	46867859	CKAP5
chr11	46958239	46958239	C11orf49
chr11	47198676	47198676	ARFGAP2
chr11	47208010	47208010	PACSIN3
chr11	47236492	47236492	DDB2
chr11	47270398	47270398	ACP2
chr11	47279467	47279467	NR1H3
chr11	47291198	47291198	MADD
chr11	47293626	47293626	LOC101928943
chr11	47400127	47400127	SPI1
chr11	47430045	47430045	SLC39A13
chr11	47448024	47448024	PSMC3
chr11	47510576	47510576	CELF1
chr11	47586981	47586981	PTPMT1
chr11	47600561	47600561	NDUFS3
chr11	47600567	47600567	KBTBD4
chr11	47664206	47664206	MTCH2
chr11	47736928	47736928	AGBL2
chr11	47789030	47789030	FNBP4
chr11	47870096	47870096	NUP160
chr11	48002109	48002109	PTPRJ
chr11	50257633	50257633	LOC441601
chr11	57092413	57092413	TNKS1BP1
chr11	57103351	57103351	SSRP1
chr11	57158130	57158130	PRG2
chr11	57194621	57194621	SLC43A3
chr11	57283192	57283192	SLC43A1
chr11	57298232	57298232	TIMM10
chr11	57335180	57335180	UBE2L6
chr11	57425215	57425215	CLP1
chr11	57435473	57435473	ZDHHC5
chr11	57479795	57479795	MED19
chr11	57479994	57479994	TMX2
chr11	57508721	57508721	SELENOH
chr11	57529233	57529233	CTNND1
chr11	58345712	58345712	LPXN
chr11	58346586	58346586	ZFP91
chr11	58910218	58910218	FAM111A
chr11	58910281	58910281	LOC101927204
chr11	59383617	59383617	OSBP
chr11	59436511	59436511	PATL1
chr11	59522531	59522531	STX3
chr11	59578345	59578345	MRPL16
chr11	59634041	59634041	TCN1
chr11	59824100	59824100	MS4A3
chr11	59856136	59856136	MS4A2
chr11	59950804	59950804	MS4A6A
chr11	60048013	60048013	MS4A4A
chr11	60609428	60609428	CCDC86
chr11	60674061	60674061	PRPF19
chr11	60681370	60681370	TMEM109
chr11	60928916	60928916	VPS37C
chr11	61100653	61100653	TKFC
chr11	61100684	61100684	DDB1
chr11	61129472	61129472	TMEM138
chr11	61129755	61129755	CYB561A3
chr11	61159831	61159831	TMEM216
chr11	61197464	61197464	CPSF7
chr11	61197596	61197596	SDHAF2
chr11	61355965	61355965	LOC101927495
chr11	61522860	61522860	MYRF
chr11	61560085	61560085	TMEM258
chr11	61560108	61560108	FEN1
chr11	61584529	61584529	FADS1
chr11	61595504	61595504	FADS2
chr11	61659017	61659017	FADS3
chr11	61685081	61685081	RAB3IL1
chr11	61735132	61735132	FTH1
chr11	61891444	61891444	INCENP
chr11	62104773	62104773	ASRGL1
chr11	62314332	62314332	AHNAK
chr11	62341460	62341460	EEF1G
chr11	62359109	62359109	TUT1
chr11	62369312	62369312	MTA2
chr11	62380212	62380212	ROM1
