chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize25	PowerAtEffectSize50	ValidConnection	CellType	Reference
chr12	54352001	54352501	HNRNPA1|chr12:54745785-54746285	-0.03575936	chr12	54674473	54674473	HNRNPA1	FALSE	0.873271418836	NA	0.999999865986	NA	TRUE	K562	Fulco2019
chr12	54352001	54352501	ITGA5|chr12:54745785-54746285	-0.027931962	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54352001	54352501	NFE2|chr12:54745785-54746285	-0.02474211	chr12	54694821	54694821	NFE2	FALSE	0.892737161892	NA	0.999999164919	NA	TRUE	K562	Fulco2019
chr12	54353440	54354021	HNRNPA1|chr12:54747224-54747805	0.00767403	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.99752791532	NA	PromoterElement	K562	Fulco2019
chr12	54353440	54354021	ITGA5|chr12:54747224-54747805	0.039881373	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	PromoterElement	K562	Fulco2019
chr12	54353440	54354021	NFE2|chr12:54747224-54747805	0.07427515	chr12	54694821	54694821	NFE2	FALSE	0.6783105073029999	NA	0.964714935505	NA	PromoterElement	K562	Fulco2019
chr12	54358081	54358601	COPZ1|chr12:54751865-54752385	0.01227252	chr12	54718873	54718873	COPZ1	FALSE	0.916156340654	NA	0.999997470643	NA	TRUE	K562	Fulco2019
chr12	54358081	54358601	HNRNPA1|chr12:54751865-54752385	-0.00963702	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.99678958628	NA	TRUE	K562	Fulco2019
chr12	54358081	54358601	ITGA5|chr12:54751865-54752385	-0.019712476	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54358081	54358601	NFE2|chr12:54751865-54752385	-0.07226034	chr12	54694821	54694821	NFE2	FALSE	0.651912802562	NA	0.999751404922	NA	TRUE	K562	Fulco2019
chr12	54359021	54360261	COPZ1|chr12:54752805-54754045	-0.02055591	chr12	54718873	54718873	COPZ1	FALSE	0.762170297344	NA	1	NA	TRUE	K562	Fulco2019
chr12	54359021	54360261	HNRNPA1|chr12:54752805-54754045	-0.05125353	chr12	54674473	54674473	HNRNPA1	FALSE	0.787377660233	NA	0.999999999949	NA	TRUE	K562	Fulco2019
chr12	54359021	54360261	ITGA5|chr12:54752805-54754045	0.011534667	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54359021	54360261	NFE2|chr12:54752805-54754045	-0.0373592	chr12	54694821	54694821	NFE2	FALSE	0.832942048488	NA	0.999999991615	NA	TRUE	K562	Fulco2019
chr12	54360761	54361261	COPZ1|chr12:54754545-54755045	0.01726393	chr12	54718873	54718873	COPZ1	FALSE	0.879147233175	NA	0.999999999857	NA	TRUE	K562	Fulco2019
chr12	54360761	54361261	HNRNPA1|chr12:54754545-54755045	8.4263e-4	chr12	54674473	54674473	HNRNPA1	FALSE	0.998348135766	NA	0.997737819559	NA	TRUE	K562	Fulco2019
chr12	54360761	54361261	ITGA5|chr12:54754545-54755045	0.005700932	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54360761	54361261	NFE2|chr12:54754545-54755045	0.04756292	chr12	54694821	54694821	NFE2	FALSE	0.859766075508	NA	0.997319400272	NA	TRUE	K562	Fulco2019
chr12	54364236	54364736	COPZ1|chr12:54758020-54758520	0.0342428	chr12	54718873	54718873	COPZ1	FALSE	0.753598877342	NA	0.999999823037	NA	PromoterElement	K562	Fulco2019
chr12	54364236	54364736	HNRNPA1|chr12:54758020-54758520	-0.01696998	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.993065904332	NA	PromoterElement	K562	Fulco2019
chr12	54364236	54364736	ITGA5|chr12:54758020-54758520	-0.00274169	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	0.999999998464	NA	PromoterElement	K562	Fulco2019
chr12	54364236	54364736	NFE2|chr12:54758020-54758520	0.05305519	chr12	54694821	54694821	NFE2	FALSE	0.859766075508	NA	0.99264718247	NA	PromoterElement	K562	Fulco2019
chr12	54367481	54368001	COPZ1|chr12:54761265-54761785	-0.08903879	chr12	54718873	54718873	COPZ1	FALSE	0.0505608617229	NA	0.999999999953	NA	TRUE	K562	Fulco2019
chr12	54367481	54368001	HNRNPA1|chr12:54761265-54761785	-0.08023551	chr12	54674473	54674473	HNRNPA1	FALSE	0.787377660233	NA	0.991642673954	NA	TRUE	K562	Fulco2019
chr12	54367481	54368001	ITGA5|chr12:54761265-54761785	0.092075095	chr12	54813050	54813050	ITGA5	FALSE	0.629148059186	NA	0.966259548825	NA	TRUE	K562	Fulco2019
chr12	54367481	54368001	NFE2|chr12:54761265-54761785	0.07828876	chr12	54694821	54694821	NFE2	FALSE	0.6783105073029999	NA	0.992825447419	NA	TRUE	K562	Fulco2019
chr12	54368121	54368621	COPZ1|chr12:54761905-54762405	-0.06143408	chr12	54718873	54718873	COPZ1	FALSE	0.730863868925	NA	0.999343901581	NA	TRUE	K562	Fulco2019
chr12	54368121	54368621	HNRNPA1|chr12:54761905-54762405	-0.01168109	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.908298997019	NA	TRUE	K562	Fulco2019
chr12	54368121	54368621	ITGA5|chr12:54761905-54762405	-0.03153285	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	0.999998982384	NA	TRUE	K562	Fulco2019
chr12	54368121	54368621	NFE2|chr12:54761905-54762405	-0.11287122	chr12	54694821	54694821	NFE2	FALSE	0.7366905867229999	NA	0.80409652505	NA	TRUE	K562	Fulco2019
chr12	54376721	54377261	COPZ1|chr12:54770505-54771045	-0.01134213	chr12	54718873	54718873	COPZ1	FALSE	0.913338690152	NA	1	NA	TRUE	K562	Fulco2019
chr12	54376721	54377261	HNRNPA1|chr12:54770505-54771045	-0.0497875	chr12	54674473	54674473	HNRNPA1	FALSE	0.850506043356	NA	0.999808895248	NA	TRUE	K562	Fulco2019
chr12	54376721	54377261	ITGA5|chr12:54770505-54771045	0.015549103	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54376721	54377261	NFE2|chr12:54770505-54771045	0.06682883	chr12	54694821	54694821	NFE2	FALSE	0.6783105073029999	NA	0.999950166144	NA	TRUE	K562	Fulco2019
chr12	54379021	54379521	COPZ1|chr12:54772805-54773305	-0.04129142	chr12	54718873	54718873	COPZ1	FALSE	0.480712345215	NA	1	NA	TRUE	K562	Fulco2019
chr12	54379021	54379521	HNRNPA1|chr12:54772805-54773305	-0.03286979	chr12	54674473	54674473	HNRNPA1	FALSE	0.873271418836	NA	0.999999895793	NA	TRUE	K562	Fulco2019
chr12	54379021	54379521	ITGA5|chr12:54772805-54773305	-0.049036237	chr12	54813050	54813050	ITGA5	FALSE	0.8596432333509999	NA	1	NA	TRUE	K562	Fulco2019
chr12	54379021	54379521	NFE2|chr12:54772805-54773305	-0.03403324	chr12	54694821	54694821	NFE2	FALSE	0.859766075508	NA	0.999999559991	NA	TRUE	K562	Fulco2019
chr12	54379541	54380081	COPZ1|chr12:54773325-54773865	-0.02476265	chr12	54718873	54718873	COPZ1	FALSE	0.747023495855	NA	1	NA	TRUE	K562	Fulco2019
chr12	54379541	54380081	HNRNPA1|chr12:54773325-54773865	-0.05431018	chr12	54674473	54674473	HNRNPA1	FALSE	0.787377660233	NA	0.999999982032	NA	TRUE	K562	Fulco2019
chr12	54379541	54380081	ITGA5|chr12:54773325-54773865	0.003992757	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54379541	54380081	NFE2|chr12:54773325-54773865	0.0020278	chr12	54694821	54694821	NFE2	FALSE	0.998265820297	NA	0.99998019137	NA	TRUE	K562	Fulco2019
chr12	54383101	54383601	COPZ1|chr12:54776885-54777385	-0.04315264	chr12	54718873	54718873	COPZ1	FALSE	0.614540875773	NA	1	NA	TRUE	K562	Fulco2019
chr12	54383101	54383601	HNRNPA1|chr12:54776885-54777385	-0.07586808	chr12	54674473	54674473	HNRNPA1	FALSE	0.79014685937	NA	0.997418143197	NA	TRUE	K562	Fulco2019
chr12	54383101	54383601	ITGA5|chr12:54776885-54777385	0.02499919	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54383101	54383601	NFE2|chr12:54776885-54777385	0.08474132	chr12	54694821	54694821	NFE2	FALSE	0.6465917168249999	NA	0.999048836478	NA	TRUE	K562	Fulco2019
chr12	54384521	54385021	COPZ1|chr12:54778305-54778805	-0.0320682	chr12	54718873	54718873	COPZ1	FALSE	0.625400898968	NA	1	NA	PromoterElement	K562	Fulco2019
chr12	54384521	54385021	HNRNPA1|chr12:54778305-54778805	-0.03428838	chr12	54674473	54674473	HNRNPA1	FALSE	0.873271418836	NA	0.999999438982	NA	PromoterElement	K562	Fulco2019
chr12	54384521	54385021	ITGA5|chr12:54778305-54778805	0.007475976	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	PromoterElement	K562	Fulco2019
chr12	54384521	54385021	NFE2|chr12:54778305-54778805	-0.04806095	chr12	54694821	54694821	NFE2	FALSE	0.751806768609	NA	0.999999637758	NA	PromoterElement	K562	Fulco2019
chr12	54388721	54389261	COPZ1|chr12:54782505-54783045	-0.01253002	chr12	54718873	54718873	COPZ1	FALSE	0.8791794545649999	NA	1	NA	TRUE	K562	Fulco2019
chr12	54388721	54389261	HNRNPA1|chr12:54782505-54783045	0.01982036	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.99999751055	NA	TRUE	K562	Fulco2019
chr12	54388721	54389261	ITGA5|chr12:54782505-54783045	0.030684795	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54388721	54389261	NFE2|chr12:54782505-54783045	0.01053458	chr12	54694821	54694821	NFE2	FALSE	0.998265820297	NA	0.999995946158	NA	TRUE	K562	Fulco2019
chr12	54390161	54391041	COPZ1|chr12:54783945-54784825	-0.00836548	chr12	54718873	54718873	COPZ1	FALSE	0.916156340654	NA	1	NA	PromoterElement	K562	Fulco2019
chr12	54390161	54391041	HNRNPA1|chr12:54783945-54784825	-0.00607029	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.999999338528	NA	PromoterElement	K562	Fulco2019
chr12	54390161	54391041	ITGA5|chr12:54783945-54784825	2.1541e-5	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	PromoterElement	K562	Fulco2019
chr12	54390161	54391041	NFE2|chr12:54783945-54784825	0.00288542	chr12	54694821	54694821	NFE2	FALSE	0.998265820297	NA	0.999998396808	NA	PromoterElement	K562	Fulco2019
chr12	54391055	54391661	COPZ1|chr12:54784839-54785445	-0.02678831	chr12	54718873	54718873	COPZ1	FALSE	0.6864573986720001	NA	1	NA	PromoterElement	K562	Fulco2019
chr12	54391055	54391661	HNRNPA1|chr12:54784839-54785445	-0.00309342	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.99999999972	NA	PromoterElement	K562	Fulco2019
chr12	54391055	54391661	ITGA5|chr12:54784839-54785445	0.00817795	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	PromoterElement	K562	Fulco2019
chr12	54391055	54391661	NFE2|chr12:54784839-54785445	0.03417845	chr12	54694821	54694821	NFE2	FALSE	0.859766075508	NA	0.999999990637	NA	PromoterElement	K562	Fulco2019
chr12	54393681	54394701	COPZ1|chr12:54787465-54788485	-0.01542169	chr12	54718873	54718873	COPZ1	FALSE	0.849777965302	NA	1	NA	TRUE	K562	Fulco2019
chr12	54393681	54394701	HNRNPA1|chr12:54787465-54788485	-0.03837112	chr12	54674473	54674473	HNRNPA1	FALSE	0.81973110245	NA	0.999999999362	NA	TRUE	K562	Fulco2019
chr12	54393681	54394701	NFE2|chr12:54787465-54788485	0.04604893	chr12	54694821	54694821	NFE2	FALSE	0.7366905867229999	NA	0.999999983298	NA	TRUE	K562	Fulco2019
chr12	54399241	54399761	COPZ1|chr12:54793025-54793545	0.00514002	chr12	54718873	54718873	COPZ1	FALSE	0.974465417009	NA	1	NA	TRUE	K562	Fulco2019
chr12	54399241	54399761	HNRNPA1|chr12:54793025-54793545	-0.03267281	chr12	54674473	54674473	HNRNPA1	FALSE	0.933192253987	NA	0.999996316788	NA	TRUE	K562	Fulco2019
chr12	54399241	54399761	NFE2|chr12:54793025-54793545	0.04088806	chr12	54694821	54694821	NFE2	FALSE	0.866203130695	NA	0.999964016623	NA	TRUE	K562	Fulco2019
chr12	54404301	54404841	COPZ1|chr12:54798085-54798625	-7.7561e-4	chr12	54718873	54718873	COPZ1	FALSE	0.985234979339	NA	1	NA	TRUE	K562	Fulco2019
chr12	54404301	54404841	HNRNPA1|chr12:54798085-54798625	0.02890617	chr12	54674473	54674473	HNRNPA1	FALSE	0.946618114012	NA	0.999998944007	NA	TRUE	K562	Fulco2019
chr12	54404301	54404841	NFE2|chr12:54798085-54798625	0.00117008	chr12	54694821	54694821	NFE2	FALSE	0.998265820297	NA	0.999998827616	NA	TRUE	K562	Fulco2019
chr12	54417141	54417681	COPZ1|chr12:54810925-54811465	-1.4105e-4	chr12	54718873	54718873	COPZ1	FALSE	0.994554336812	NA	0.999999986947	NA	TRUE	K562	Fulco2019
chr12	54417141	54417681	HNRNPA1|chr12:54810925-54811465	-0.01147259	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.999154246973	NA	TRUE	K562	Fulco2019
chr12	54417141	54417681	NFE2|chr12:54810925-54811465	0.02459907	chr12	54694821	54694821	NFE2	FALSE	0.939482661302	NA	0.995452983837	NA	TRUE	K562	Fulco2019
chr12	54419016	54419881	COPZ1|chr12:54812800-54813665	-0.00454472	chr12	54718873	54718873	COPZ1	FALSE	0.974465417009	NA	1	NA	PromoterElement	K562	Fulco2019
chr12	54419016	54419881	HNRNPA1|chr12:54812800-54813665	-0.07282126	chr12	54674473	54674473	HNRNPA1	FALSE	0.355809037527	NA	0.999999999969	NA	PromoterElement	K562	Fulco2019
chr12	54419016	54419881	NFE2|chr12:54812800-54813665	0.02289439	chr12	54694821	54694821	NFE2	FALSE	0.892737161892	NA	0.999999919397	NA	PromoterElement	K562	Fulco2019
chr12	54423121	54423661	COPZ1|chr12:54816905-54817445	-0.01372379	chr12	54718873	54718873	COPZ1	FALSE	0.888814436232	NA	1	NA	TRUE	K562	Fulco2019
chr12	54423121	54423661	HNRNPA1|chr12:54816905-54817445	-0.05545467	chr12	54674473	54674473	HNRNPA1	FALSE	0.81973110245	NA	0.999920242537	NA	TRUE	K562	Fulco2019
chr12	54423121	54423661	ITGA5|chr12:54816905-54817445	-0.002375803	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	0.999999999924	NA	TRUE	K562	Fulco2019
chr12	54423121	54423661	NFE2|chr12:54816905-54817445	0.03123262	chr12	54694821	54694821	NFE2	FALSE	0.892737161892	NA	0.999344621605	NA	TRUE	K562	Fulco2019
chr12	54425361	54426101	COPZ1|chr12:54819145-54819885	0.00307652	chr12	54718873	54718873	COPZ1	FALSE	0.974465417009	NA	0.999999999947	NA	TRUE	K562	Fulco2019
chr12	54425361	54426101	HNRNPA1|chr12:54819145-54819885	-0.05489076	chr12	54674473	54674473	HNRNPA1	FALSE	0.81973110245	NA	0.999984989039	NA	TRUE	K562	Fulco2019
chr12	54425361	54426101	ITGA5|chr12:54819145-54819885	0.02080828	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54425361	54426101	NFE2|chr12:54819145-54819885	0.05476956	chr12	54694821	54694821	NFE2	FALSE	0.7366905867229999	NA	0.999938310045	NA	TRUE	K562	Fulco2019
chr12	54427401	54428041	COPZ1|chr12:54821185-54821825	0.03128973	chr12	54718873	54718873	COPZ1	FALSE	0.879147233175	NA	0.99974143651	NA	TRUE	K562	Fulco2019
chr12	54427401	54428041	HNRNPA1|chr12:54821185-54821825	-0.08176257	chr12	54674473	54674473	HNRNPA1	FALSE	0.873271418836	NA	0.831626042045	NA	TRUE	K562	Fulco2019
chr12	54427401	54428041	ITGA5|chr12:54821185-54821825	0.025218803	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	0.999900636698	NA	TRUE	K562	Fulco2019
chr12	54427401	54428041	NFE2|chr12:54821185-54821825	0.12034893	chr12	54694821	54694821	NFE2	FALSE	0.736267733292	NA	0.833118986495	NA	TRUE	K562	Fulco2019
chr12	54428661	54429181	COPZ1|chr12:54822445-54822965	-0.0045192	chr12	54718873	54718873	COPZ1	FALSE	0.974465417009	NA	1	NA	TRUE	K562	Fulco2019
chr12	54428661	54429181	HNRNPA1|chr12:54822445-54822965	-0.00449397	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.999969471261	NA	TRUE	K562	Fulco2019
chr12	54428661	54429181	ITGA5|chr12:54822445-54822965	-0.053070988	chr12	54813050	54813050	ITGA5	FALSE	0.943864635415	NA	0.999999999998	NA	TRUE	K562	Fulco2019
chr12	54428661	54429181	NFE2|chr12:54822445-54822965	-0.002967	chr12	54694821	54694821	NFE2	FALSE	0.998265820297	NA	0.992791961681	NA	TRUE	K562	Fulco2019
chr12	54432121	54432881	COPZ1|chr12:54825905-54826665	-0.01923748	chr12	54718873	54718873	COPZ1	FALSE	0.837481255458	NA	1	NA	TRUE	K562	Fulco2019
chr12	54432121	54432881	HNRNPA1|chr12:54825905-54826665	-0.02883383	chr12	54674473	54674473	HNRNPA1	FALSE	0.933192253987	NA	0.999999871664	NA	TRUE	K562	Fulco2019
chr12	54432121	54432881	ITGA5|chr12:54825905-54826665	-0.044330156	chr12	54813050	54813050	ITGA5	FALSE	0.943864635415	NA	1	NA	TRUE	K562	Fulco2019
chr12	54432121	54432881	NFE2|chr12:54825905-54826665	0.00277103	chr12	54694821	54694821	NFE2	FALSE	0.998265820297	NA	0.999999028401	NA	TRUE	K562	Fulco2019
chr12	54439481	54439981	COPZ1|chr12:54833265-54833765	-0.01827793	chr12	54718873	54718873	COPZ1	FALSE	0.879147233175	NA	0.999999999987	NA	TRUE	K562	Fulco2019
chr12	54439481	54439981	HNRNPA1|chr12:54833265-54833765	-0.02363809	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.999688168549	NA	TRUE	K562	Fulco2019
chr12	54439481	54439981	ITGA5|chr12:54833265-54833765	-0.037348528	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54439481	54439981	NFE2|chr12:54833265-54833765	0.03750228	chr12	54694821	54694821	NFE2	FALSE	0.892737161892	NA	0.988566387761	NA	TRUE	K562	Fulco2019
chr12	54448241	54448741	COPZ1|chr12:54842025-54842525	0.02601842	chr12	54718873	54718873	COPZ1	FALSE	0.849777965302	NA	0.999999999999	NA	TRUE	K562	Fulco2019
chr12	54448241	54448741	HNRNPA1|chr12:54842025-54842525	-0.06122802	chr12	54674473	54674473	HNRNPA1	FALSE	0.859327599185	NA	0.998946294721	NA	TRUE	K562	Fulco2019
chr12	54448241	54448741	ITGA5|chr12:54842025-54842525	-0.033128529	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54448241	54448741	NFE2|chr12:54842025-54842525	0.05386325	chr12	54694821	54694821	NFE2	FALSE	0.859766075508	NA	0.947074164311	NA	TRUE	K562	Fulco2019
chr12	54462921	54463481	COPZ1|chr12:54856705-54857265	-0.03672708	chr12	54718873	54718873	COPZ1	FALSE	0.788270841617	NA	0.999999993436	NA	TRUE	K562	Fulco2019
chr12	54462921	54463481	HNRNPA1|chr12:54856705-54857265	-0.06560491	chr12	54674473	54674473	HNRNPA1	FALSE	0.873271418836	NA	0.983872356405	NA	TRUE	K562	Fulco2019
chr12	54462921	54463481	ITGA5|chr12:54856705-54857265	0.025892023	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	0.999999975353	NA	TRUE	K562	Fulco2019
chr12	54462921	54463481	NFE2|chr12:54856705-54857265	0.01615725	chr12	54694821	54694821	NFE2	FALSE	0.998265820297	NA	0.990571167253	NA	TRUE	K562	Fulco2019
chr12	54473352	54473881	COPZ1|chr12:54867136-54867665	0.02283945	chr12	54718873	54718873	COPZ1	FALSE	0.753598877342	NA	1	NA	PromoterElement	K562	Fulco2019
chr12	54473352	54473881	HNRNPA1|chr12:54867136-54867665	-0.00935913	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.999998822851	NA	PromoterElement	K562	Fulco2019
chr12	54473352	54473881	ITGA5|chr12:54867136-54867665	-0.012160835	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	PromoterElement	K562	Fulco2019
chr12	54473352	54473881	NFE2|chr12:54867136-54867665	0.02643871	chr12	54694821	54694821	NFE2	FALSE	0.892737161892	NA	0.999998879878	NA	PromoterElement	K562	Fulco2019
chr12	54475441	54475941	COPZ1|chr12:54869225-54869725	0.00214935	chr12	54718873	54718873	COPZ1	FALSE	0.982489668358	NA	0.999999993108	NA	TRUE	K562	Fulco2019
chr12	54475441	54475941	HNRNPA1|chr12:54869225-54869725	-0.0386774	chr12	54674473	54674473	HNRNPA1	FALSE	0.952058897667	NA	0.980728725276	NA	TRUE	K562	Fulco2019
chr12	54475441	54475941	ITGA5|chr12:54869225-54869725	-0.006439306	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	0.999999999903	NA	TRUE	K562	Fulco2019
chr12	54475441	54475941	NFE2|chr12:54869225-54869725	0.00703034	chr12	54694821	54694821	NFE2	FALSE	0.998265820297	NA	0.993185238822	NA	TRUE	K562	Fulco2019
chr12	54485621	54486661	COPZ1|chr12:54879405-54880445	-0.08419186	chr12	54718873	54718873	COPZ1	FALSE	0.391935418667	NA	0.999993620225	NA	TRUE	K562	Fulco2019
chr12	54485621	54486661	HNRNPA1|chr12:54879405-54880445	-0.01565635	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.964832008546	NA	TRUE	K562	Fulco2019
chr12	54485621	54486661	ITGA5|chr12:54879405-54880445	-0.040801464	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	0.999999998369	NA	TRUE	K562	Fulco2019
chr12	54485621	54486661	NFE2|chr12:54879405-54880445	-0.0039079	chr12	54694821	54694821	NFE2	FALSE	0.998265820297	NA	0.907278397441	NA	TRUE	K562	Fulco2019
chr12	54489841	54490381	COPZ1|chr12:54883625-54884165	-0.05282291	chr12	54718873	54718873	COPZ1	FALSE	0.6874598383920001	NA	0.999999999898	NA	TRUE	K562	Fulco2019
chr12	54489841	54490381	HNRNPA1|chr12:54883625-54884165	0.04128914	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.947329021598	NA	TRUE	K562	Fulco2019
chr12	54489841	54490381	ITGA5|chr12:54883625-54884165	0.009332388	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	0.999999952727	NA	TRUE	K562	Fulco2019
chr12	54489841	54490381	NFE2|chr12:54883625-54884165	0.06856193	chr12	54694821	54694821	NFE2	FALSE	0.859766075508	NA	0.981418154319	NA	TRUE	K562	Fulco2019
chr12	54527001	54527521	COPZ1|chr12:54920785-54921305	-0.02688128	chr12	54718873	54718873	COPZ1	FALSE	0.76471822166	NA	1	NA	TRUE	K562	Fulco2019
chr12	54527001	54527521	HNRNPA1|chr12:54920785-54921305	-0.040201	chr12	54674473	54674473	HNRNPA1	FALSE	0.8753071913299999	NA	0.999994961643	NA	TRUE	K562	Fulco2019
chr12	54527001	54527521	ITGA5|chr12:54920785-54921305	-0.031621522	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54527001	54527521	NFE2|chr12:54920785-54921305	0.00156484	chr12	54694821	54694821	NFE2	FALSE	0.998265820297	NA	0.998410461726	NA	TRUE	K562	Fulco2019
chr12	54533141	54533781	COPZ1|chr12:54926925-54927565	-0.0091784	chr12	54718873	54718873	COPZ1	FALSE	0.974465417009	NA	0.999999545754	NA	TRUE	K562	Fulco2019
chr12	54533141	54533781	HNRNPA1|chr12:54926925-54927565	0.00887628	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.999031219039	NA	TRUE	K562	Fulco2019
chr12	54533141	54533781	ITGA5|chr12:54926925-54927565	-0.062415579	chr12	54813050	54813050	ITGA5	FALSE	0.943864635415	NA	0.999999999998	NA	TRUE	K562	Fulco2019
chr12	54533141	54533781	NFE2|chr12:54926925-54927565	-0.04557876	chr12	54694821	54694821	NFE2	FALSE	0.885479725606	NA	0.994959341296	NA	TRUE	K562	Fulco2019
chr12	54560281	54560801	COPZ1|chr12:54954065-54954585	0.01597458	chr12	54718873	54718873	COPZ1	FALSE	0.879147233175	NA	1	NA	TRUE	K562	Fulco2019
chr12	54560281	54560801	HNRNPA1|chr12:54954065-54954585	0.04283437	chr12	54674473	54674473	HNRNPA1	FALSE	0.873271418836	NA	0.99962327719	NA	TRUE	K562	Fulco2019
chr12	54560281	54560801	ITGA5|chr12:54954065-54954585	-0.006418076	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54560281	54560801	NFE2|chr12:54954065-54954585	-0.03795852	chr12	54694821	54694821	NFE2	FALSE	0.866203130695	NA	0.999464277725	NA	TRUE	K562	Fulco2019
chr12	54579641	54580141	COPZ1|chr12:54973425-54973925	-0.02402679	chr12	54718873	54718873	COPZ1	FALSE	0.76471822166	NA	1	NA	TRUE	K562	Fulco2019
chr12	54579641	54580141	HNRNPA1|chr12:54973425-54973925	-0.01302337	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.999996831145	NA	TRUE	K562	Fulco2019
chr12	54579641	54580141	ITGA5|chr12:54973425-54973925	0.006295724	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54579641	54580141	NFE2|chr12:54973425-54973925	0.02119416	chr12	54694821	54694821	NFE2	FALSE	0.956600420613	NA	0.999999234899	NA	TRUE	K562	Fulco2019
chr12	54596361	54596861	COPZ1|chr12:54990145-54990645	0.01812174	chr12	54718873	54718873	COPZ1	FALSE	0.879147233175	NA	0.999999972566	NA	TRUE	K562	Fulco2019
chr12	54596361	54596861	HNRNPA1|chr12:54990145-54990645	-0.06580002	chr12	54674473	54674473	HNRNPA1	FALSE	0.81973110245	NA	0.998089668418	NA	TRUE	K562	Fulco2019
chr12	54596361	54596861	ITGA5|chr12:54990145-54990645	-0.023111926	chr12	54813050	54813050	ITGA5	FALSE	0.991842183927	NA	1	NA	TRUE	K562	Fulco2019
chr12	54596361	54596861	NFE2|chr12:54990145-54990645	-0.03442988	chr12	54694821	54694821	NFE2	FALSE	0.892737161892	NA	0.998806554438	NA	TRUE	K562	Fulco2019
chr12	54603081	54603601	COPZ1|chr12:54996865-54997385	-0.01639387	chr12	54718873	54718873	COPZ1	FALSE	0.935708732859	NA	0.999992918999	NA	TRUE	K562	Fulco2019
chr12	54603081	54603601	HNRNPA1|chr12:54996865-54997385	-0.03522094	chr12	54674473	54674473	HNRNPA1	FALSE	0.967613756798	NA	0.909694078435	NA	TRUE	K562	Fulco2019
